id,age_group_det,pop,deaths,f_age
05515,ALT070B75,10587,194,70
05515,ALT075B80,12622,353,75
05515,ALT080B85,8224,428,80
05515,ALT085UM,8134,1086,85
05554,ALT000,3598,14,0
05554,ALT001B05,14058,1,1
05554,ALT005B10,18088,0,5
05554,ALT010B15,19645,3,10
05554,ALT015B20,22985,1,15
05554,ALT020B25,22467,8,20
05554,ALT025B30,22400,6,25
05554,ALT030B35,21245,10,30
05554,ALT035B40,21159,8,35
05554,ALT040B45,21826,14,40
05554,ALT045B50,29785,49,45
05554,ALT050B55,33479,91,50
05554,ALT055B60,28057,172,55
05554,ALT060B65,22528,180,60
05554,ALT065B70,18254,245,65
05554,ALT070B75,13496,263,70
05554,ALT075B80,16802,581,75
05554,ALT080B85,10964,664,80
05554,ALT085UM,8390,1256,85
05558,ALT000,2074,9,0
05558,ALT001B05,7906,1,1
05558,ALT005B10,9768,0,5
05558,ALT010B15,11014,1,10
05558,ALT015B20,13547,2,15
05558,ALT020B25,12038,2,20
05558,ALT025B30,11339,5,25
05558,ALT030B35,11703,4,30
05558,ALT035B40,12076,9,35
05558,ALT040B45,12774,22,40
05558,ALT045B50,17665,28,45
05558,ALT050B55,20405,50,50
05558,ALT055B60,18113,85,55
05558,ALT060B65,14903,113,60
05558,ALT065B70,12095,133,65
05558,ALT070B75,8724,178,70
05558,ALT075B80,10514,301,75
05558,ALT080B85,6589,400,80
05558,ALT085UM,5772,865,85
05562,ALT000,5526,17,0
05562,ALT001B05,20703,5,1
05562,ALT005B10,25665,1,5
05562,ALT010B15,27456,1,10
05562,ALT015B20,32302,8,15
05562,ALT020B25,32719,11,20
05562,ALT025B30,34397,11,25
05562,ALT030B35,33413,22,30
05562,ALT035B40,34575,36,35
05562,ALT040B45,35820,57,40
05562,ALT045B50,48761,111,45
05562,ALT050B55,53613,232,50
05562,ALT055B60,50616,347,55
05562,ALT060B65,44303,488,60
05562,ALT065B70,37022,560,65
05562,ALT070B75,28103,653,70
05562,ALT075B80,31977,1147,75
05562,ALT080B85,21302,1398,80
05562,ALT085UM,18922,2876,85
05566,ALT000,4393,24,0
05566,ALT001B05,16562,3,1
05566,ALT005B10,20971,1,5
05566,ALT010B15,23157,1,10
05566,ALT015B20,27777,8,15
05566,ALT020B25,25955,5,20
05566,ALT025B30,25194,11,25
05566,ALT030B35,24575,13,30
05566,ALT035B40,24887,20,35
05566,ALT040B45,26207,24,40
05566,ALT045B50,36443,88,45
05566,ALT050B55,40272,113,50
05566,ALT055B60,34291,164,55
05566,ALT060B65,27539,229,60
05566,ALT065B70,22632,298,65
05566,ALT070B75,17146,313,70
05566,ALT075B80,21524,722,75
05566,ALT080B85,13712,799,80
05566,ALT085UM,11172,1698,85
05570,ALT000,2578,11,0
05570,ALT001B05,10036,2,1
05570,ALT005B10,12861,1,5
05570,ALT010B15,14541,2,10
05570,ALT015B20,16931,4,15
05570,ALT020B25,15156,5,20
05570,ALT025B30,15105,4,25
05570,ALT030B35,15102,11,30
05570,ALT035B40,15574,6,35
05570,ALT040B45,16545,14,40
05570,ALT045B50,22199,37,45
05570,ALT050B55,24411,55,50
05570,ALT055B60,21586,103,55
05570,ALT060B65,18002,153,60
05570,ALT065B70,15136,213,65
05570,ALT070B75,11376,234,70
05570,ALT075B80,13707,428,75
05570,ALT080B85,8842,536,80
05570,ALT085UM,8056,1077,85
05711,ALT000,3400,15,0
05711,ALT001B05,12487,4,1
05711,ALT005B10,15208,2,5
05711,ALT010B15,15582,3,10
05711,ALT015B20,18238,9,15
05711,ALT020B25,22751,4,20
05711,ALT025B30,25469,11,25
05711,ALT030B35,23128,14,30
05711,ALT035B40,20262,19,35
05711,ALT040B45,20006,25,40
05711,ALT045B50,23974,53,45
05711,ALT050B55,25606,85,50
05711,ALT055B60,22163,119,55
05711,ALT060B65,18987,175,60
05711,ALT065B70,15877,215,65
05711,ALT070B75,13001,327,70
05711,ALT075B80,16344,540,75
05711,ALT080B85,10916,574,80
05711,ALT085UM,10052,1534,85
05754,ALT000,3598,10,0
05754,ALT001B05,13585,3,1
05754,ALT005B10,17160,0,5
05754,ALT010B15,18662,2,10
05754,ALT015B20,21486,2,15
05754,ALT020B25,21226,4,20
05754,ALT025B30,21905,8,25
05754,ALT030B35,21515,7,30
05754,ALT035B40,21184,16,35
05754,ALT040B45,22124,18,40
05754,ALT045B50,29091,50,45
05754,ALT050B55,31914,92,50
05754,ALT055B60,27300,117,55
05754,ALT060B65,21687,189,60
05754,ALT065B70,17646,218,65
05754,ALT070B75,13761,298,70
05754,ALT075B80,17595,541,75
05754,ALT080B85,10947,634,80
05754,ALT085UM,9442,1390,85
05758,ALT000,2342,7,0
05758,ALT001B05,8879,1,1
05758,ALT005B10,11319,1,5
05758,ALT010B15,12008,2,10
05758,ALT015B20,14062,4,15
05758,ALT020B25,13393,2,20
05758,ALT025B30,14076,4,25
05758,ALT030B35,13897,9,30
05758,ALT035B40,14031,10,35
05758,ALT040B45,14668,18,40
05758,ALT045B50,19643,35,45
05758,ALT050B55,21987,71,50
05758,ALT055B60,19843,126,55
05758,ALT060B65,16058,147,60
05758,ALT065B70,13518,173,65
05758,ALT070B75,10606,242,70
05758,ALT075B80,13398,448,75
05758,ALT080B85,9069,529,80
05758,ALT085UM,8277,1253,85
05762,ALT000,1242,4,0
05762,ALT001B05,4622,1,1
05762,ALT005B10,6155,0,5
05762,ALT010B15,7018,0,10
05762,ALT015B20,8450,3,15
05762,ALT020B25,7851,2,20
05762,ALT025B30,7718,2,25
05762,ALT030B35,7305,6,30
05762,ALT035B40,7374,5,35
05762,ALT040B45,7751,10,40
05762,ALT045B50,10938,22,45
05762,ALT050B55,12586,37,50
05762,ALT055B60,11730,49,55
05762,ALT060B65,9888,82,60
05762,ALT065B70,8075,115,65
05762,ALT070B75,5933,108,70
05762,ALT075B80,7804,245,75
05762,ALT080B85,5035,307,80
05762,ALT085UM,4380,669,85
05766,ALT000,3372,12,0
05766,ALT001B05,13026,3,1
05766,ALT005B10,16536,3,5
05766,ALT010B15,17532,1,10
05766,ALT015B20,19959,5,15
05766,ALT020B25,19803,5,20
05766,ALT025B30,19785,5,25
05766,ALT030B35,18823,9,30
05766,ALT035B40,18675,15,35
05766,ALT040B45,18900,29,40
05766,ALT045B50,26096,59,45
05766,ALT050B55,29412,115,50
05766,ALT055B60,27167,158,55
05766,ALT060B65,22488,185,60
05766,ALT065B70,19508,270,65
05766,ALT070B75,14775,314,70
05766,ALT075B80,19039,575,75
05766,ALT080B85,12660,682,80
05766,ALT085UM,11377,1690,85
05770,ALT000,3053,9,0
05770,ALT001B05,11305,1,1
05770,ALT005B10,14324,1,5
05770,ALT010B15,15657,3,10
05770,ALT015B20,17850,9,15
05770,ALT020B25,17213,8,20
05770,ALT025B30,17870,8,25
05770,ALT030B35,17203,5,30
05770,ALT035B40,16858,17,35
05770,ALT040B45,17292,25,40
05770,ALT045B50,24104,50,45
05770,ALT050B55,26725,79,50
05770,ALT055B60,24909,152,55
05770,ALT060B65,20040,186,60
05770,ALT065B70,16938,212,65
05770,ALT070B75,13012,289,70
05770,ALT075B80,16617,572,75
05770,ALT080B85,10855,628,80
05770,ALT085UM,10041,1563,85
05774,ALT000,3118,14,0
05774,ALT001B05,12020,0,1
05774,ALT005B10,14511,0,5
05774,ALT010B15,15088,1,10
05774,ALT015B20,17809,5,15
05774,ALT020B25,21120,4,20
05774,ALT025B30,22353,8,25
05774,ALT030B35,20508,8,30
05774,ALT035B40,18631,24,35
05774,ALT040B45,18110,16,40
05774,ALT045B50,22435,39,45
05774,ALT050B55,24684,85,50
05774,ALT055B60,22646,112,55
05774,ALT060B65,18762,148,60
05774,ALT065B70,14597,163,65
05774,ALT070B75,10543,183,70
05774,ALT075B80,13086,418,75
05774,ALT080B85,8131,456,80
05774,ALT085UM,7046,1047,85
05911,ALT000,3187,12,0
05911,ALT001B05,11884,5,1
05911,ALT005B10,13966,0,5
05911,ALT010B15,14332,1,10
05911,ALT015B20,17237,5,15
05911,ALT020B25,24611,4,20
05911,ALT025B30,28202,14,25
05911,ALT030B35,24602,9,30
05911,ALT035B40,21363,20,35
05911,ALT040B45,20140,28,40
05911,ALT045B50,26253,62,45
05911,ALT050B55,28721,101,50
05911,ALT055B60,26806,191,55
05911,ALT060B65,23808,235,60
05911,ALT065B70,20549,348,65
05911,ALT070B75,16126,368,70
05911,ALT075B80,19042,634,75
05911,ALT080B85,12779,787,80
05911,ALT085UM,11312,1694,85
05913,ALT000,5857,29,0
05913,ALT001B05,21278,3,1
05913,ALT005B10,24966,2,5
05913,ALT010B15,25411,6,10
05913,ALT015B20,29231,6,15
05913,ALT020B25,38174,6,20
05913,ALT025B30,44123,15,25
05913,ALT030B35,39459,21,30
05913,ALT035B40,36502,35,35
05913,ALT040B45,34882,52,40
05913,ALT045B50,43404,102,45
05913,ALT050B55,46487,203,50
05913,ALT055B60,40826,266,55
05913,ALT060B65,35908,406,60
05913,ALT065B70,30509,512,65
05913,ALT070B75,24937,632,70
05913,ALT075B80,29059,1053,75
05913,ALT080B85,18816,1133,80
05913,ALT085UM,15984,2407,85
05914,ALT000,1821,11,0
05914,ALT001B05,6881,1,1
05914,ALT005B10,8349,1,5
05914,ALT010B15,8915,1,10
05914,ALT015B20,9988,3,15
05914,ALT020B25,10599,5,20
05914,ALT025B30,11588,8,25
05914,ALT030B35,10717,10,30
05914,ALT035B40,10531,5,35
05914,ALT040B45,10640,13,40
05914,ALT045B50,14075,50,45
05914,ALT050B55,15763,58,50
05914,ALT055B60,14265,113,55
05914,ALT060B65,12002,114,60
05914,ALT065B70,10414,156,65
05914,ALT070B75,8619,228,70
05914,ALT075B80,10356,377,75
05914,ALT080B85,6821,431,80
05914,ALT085UM,5922,900,85
05915,ALT000,1760,7,0
05915,ALT001B05,6681,0,1
05915,ALT005B10,8383,0,5
05915,ALT010B15,8788,1,10
05915,ALT015B20,10466,1,15
05915,ALT020B25,10982,3,20
05915,ALT025B30,11336,4,25
05915,ALT030B35,10616,9,30
05915,ALT035B40,10877,17,35
05915,ALT040B45,11049,20,40
05915,ALT045B50,13429,30,45
05915,ALT050B55,14121,58,50
05915,ALT055B60,12968,82,55
05915,ALT060B65,11413,121,60
05915,ALT065B70,9862,155,65
05915,ALT070B75,7489,168,70
05915,ALT075B80,8685,321,75
05915,ALT080B85,5743,397,80
05915,ALT085UM,4923,758,85
05916,ALT000,1390,6,0
05916,ALT001B05,5464,1,1
05916,ALT005B10,6477,1,5
05916,ALT010B15,6866,0,10
05916,ALT015B20,8353,4,15
05916,ALT020B25,9317,2,20
05916,ALT025B30,10054,4,25
05916,ALT030B35,8943,4,30
05916,ALT035B40,9114,6,35
05916,ALT040B45,9648,15,40
05916,ALT045B50,12154,34,45
05916,ALT050B55,12904,50,50
05916,ALT055B60,11756,90,55
05916,ALT060B65,10217,148,60
05916,ALT065B70,8747,168,65
05916,ALT070B75,7088,204,70
05916,ALT075B80,7960,261,75
05916,ALT080B85,5344,337,80
05916,ALT085UM,4978,807,85
05954,ALT000,2808,10,0
05954,ALT001B05,10750,4,1
05954,ALT005B10,12979,1,5
05954,ALT010B15,13783,3,10
05954,ALT015B20,16148,3,15
05954,ALT020B25,17145,8,20
05954,ALT025B30,18379,8,25
05954,ALT030B35,17855,10,30
05954,ALT035B40,17693,17,35
05954,ALT040B45,17745,33,40
05954,ALT045B50,26058,51,45
05954,ALT050B55,29674,85,50
05954,ALT055B60,26035,173,55
05954,ALT060B65,22481,219,60
05954,ALT065B70,19361,306,65
05954,ALT070B75,15937,392,70
05954,ALT075B80,18758,700,75
05954,ALT080B85,11788,717,80
05954,ALT085UM,9997,1640,85
05958,ALT000,2366,13,0
05958,ALT001B05,8494,1,1
05958,ALT005B10,11017,0,5
05958,ALT010B15,13003,0,10
05958,ALT015B20,15004,3,15
05958,ALT020B25,14540,8,20
05958,ALT025B30,15044,5,25
05958,ALT030B35,14195,17,30
05958,ALT035B40,13987,10,35
05958,ALT040B45,14965,20,40
05958,ALT045B50,20833,49,45
05958,ALT050B55,23378,72,50
05958,ALT055B60,21063,112,55
05958,ALT060B65,17612,168,60
05958,ALT065B70,14403,193,65
05958,ALT070B75,11089,264,70
05958,ALT075B80,14220,500,75
05958,ALT080B85,9231,549,80
05958,ALT085UM,7825,1251,85
05962,ALT000,3876,22,0
05962,ALT001B05,14263,1,1
05962,ALT005B10,18054,1,5
05962,ALT010B15,19846,3,10
05962,ALT015B20,22849,3,15
05962,ALT020B25,22681,6,20
05962,ALT025B30,23930,7,25
05962,ALT030B35,22938,10,30
05962,ALT035B40,22626,17,35
05962,ALT040B45,23219,29,40
05962,ALT045B50,32470,82,45
05962,ALT050B55,37966,135,50
05962,ALT055B60,32957,226,55
05962,ALT060B65,27165,257,60
05962,ALT065B70,22975,341,65
05962,ALT070B75,18498,479,70
05962,ALT075B80,23106,768,75
05962,ALT080B85,14104,857,80
05962,ALT085UM,11363,1787,85
05966,ALT000,1226,8,0
05966,ALT001B05,4927,2,1
05966,ALT005B10,5950,2,5
05966,ALT010B15,6746,1,10
05966,ALT015B20,8015,3,15
05966,ALT020B25,7493,0,20
05966,ALT025B30,7904,2,25
05966,ALT030B35,7762,5,30
05966,ALT035B40,7846,3,35
05966,ALT040B45,7861,8,40
05966,ALT045B50,10880,20,45
05966,ALT050B55,12432,36,50
05966,ALT055B60,10673,60,55
05966,ALT060B65,8746,68,60
05966,ALT065B70,6915,99,65
05966,ALT070B75,5371,137,70
05966,ALT075B80,6512,232,75
05966,ALT080B85,4139,275,80
05966,ALT085UM,3585,570,85
05970,ALT000,2563,11,0
05970,ALT001B05,9614,4,1
05970,ALT005B10,11747,1,5
05970,ALT010B15,12379,0,10
05970,ALT015B20,15012,2,15
05970,ALT020B25,18377,5,20
05970,ALT025B30,18585,9,25
05970,ALT030B35,16460,9,30
05970,ALT035B40,15613,9,35
05970,ALT040B45,15103,20,40
05970,ALT045B50,20441,38,45
05970,ALT050B55,23448,85,50
05970,ALT055B60,21389,137,55
05970,ALT060B65,18385,190,60
05970,ALT065B70,15535,241,65
05970,ALT070B75,11633,251,70
05970,ALT075B80,14734,502,75
05970,ALT080B85,9374,588,80
05970,ALT085UM,7541,1201,85
05974,ALT000,2725,18,0
05974,ALT001B05,10740,0,1
05974,ALT005B10,13367,0,5
05974,ALT010B15,14875,1,10
05974,ALT015B20,17288,4,15
05974,ALT020B25,16886,4,20
05974,ALT025B30,17048,6,25
05974,ALT030B35,16938,7,30
05974,ALT035B40,17171,11,35
05974,ALT040B45,17622,23,40
05974,ALT045B50,24018,56,45
05974,ALT050B55,26715,92,50
05974,ALT055B60,23903,142,55
05974,ALT060B65,19777,193,60
05974,ALT065B70,16317,239,65
05974,ALT070B75,12479,282,70
05974,ALT075B80,15636,549,75
05974,ALT080B85,9816,632,80
05974,ALT085UM,8334,1288,85
05978,ALT000,3398,11,0
05978,ALT001B05,13179,3,1
05978,ALT005B10,16435,2,5
05978,ALT010B15,17896,5,10
05978,ALT015B20,21219,4,15
05978,ALT020B25,20941,4,20
05978,ALT025B30,21383,9,25
05978,ALT030B35,21062,17,30
05978,ALT035B40,22222,16,35
05978,ALT040B45,22724,23,40
05978,ALT045B50,30900,72,45
05978,ALT050B55,35054,148,50
05978,ALT055B60,32020,202,55
05978,ALT060B65,27481,285,60
05978,ALT065B70,23249,349,65
05978,ALT070B75,18301,407,70
05978,ALT075B80,21154,719,75
05978,ALT080B85,13661,801,80
05978,ALT085UM,11590,1776,85
06411,ALT000,1684,6,0
06411,ALT001B05,6009,1,1
06411,ALT005B10,6957,0,5
06411,ALT010B15,6447,1,10
06411,ALT015B20,7668,1,15
06411,ALT020B25,13797,6,20
06411,ALT025B30,16710,4,25
06411,ALT030B35,12524,4,30
06411,ALT035B40,10232,8,35
06411,ALT040B45,9133,12,40
06411,ALT045B50,10551,10,45
06411,ALT050B55,11006,27,50
06411,ALT055B60,9667,59,55
06411,ALT060B65,7850,62,60
06411,ALT065B70,7209,94,65
06411,ALT070B75,5817,119,70
06411,ALT075B80,6287,175,75
06411,ALT080B85,3970,205,80
06411,ALT085UM,3919,584,85
06412,ALT000,8745,24,0
06412,ALT001B05,30871,6,1
06412,ALT005B10,34510,7,5
06412,ALT010B15,30812,3,10
06412,ALT015B20,30982,5,15
06412,ALT020B25,42856,12,20
06412,ALT025B30,65509,15,25
06412,ALT030B35,68366,24,30
06412,ALT035B40,61777,32,35
06412,ALT040B45,54360,48,40
06412,ALT045B50,57259,91,45
06412,ALT050B55,54939,160,50
06412,ALT055B60,43502,222,55
06412,ALT060B65,35952,300,60
06412,ALT065B70,32037,427,65
06412,ALT070B75,25992,608,70
06412,ALT075B80,26191,769,75
06412,ALT080B85,16280,877,80
06412,ALT085UM,15474,1982,85
06413,ALT000,1521,11,0
06413,ALT001B05,5486,0,1
06413,ALT005B10,6301,0,5
06413,ALT010B15,6169,1,10
06413,ALT015B20,5922,3,15
06413,ALT020B25,7734,1,20
06413,ALT025B30,10321,3,25
06413,ALT030B35,9817,7,30
06413,ALT035B40,8807,7,35
06413,ALT040B45,8276,7,40
06413,ALT045B50,9175,11,45
06413,ALT050B55,9462,45,50
06413,ALT055B60,7951,43,55
06413,ALT060B65,6585,69,60
06413,ALT065B70,5669,95,65
06413,ALT070B75,4758,110,70
06413,ALT075B80,4886,166,75
06413,ALT080B85,3130,174,80
06413,ALT085UM,2619,392,85
06414,ALT000,3270,7,0
06414,ALT001B05,11333,0,1
06414,ALT005B10,13417,0,5
06414,ALT010B15,12910,4,10
06414,ALT015B20,13872,1,15
06414,ALT020B25,15601,5,20
06414,ALT025B30,18594,4,25
06414,ALT030B35,19041,9,30
06414,ALT035B40,19131,6,35
06414,ALT040B45,17894,28,40
06414,ALT045B50,20981,38,45
06414,ALT050B55,22184,69,50
06414,ALT055B60,18693,113,55
06414,ALT060B65,15312,126,60
06414,ALT065B70,14131,213,65
06414,ALT070B75,12318,251,70
06414,ALT075B80,13025,401,75
06414,ALT080B85,8175,413,80
06414,ALT085UM,7737,1088,85
06431,ALT000,2278,2,0
06431,ALT001B05,9268,0,1
06431,ALT005B10,11342,1,5
06431,ALT010B15,11910,0,10
06431,ALT015B20,14156,5,15
06431,ALT020B25,14034,5,20
06431,ALT025B30,14697,5,25
06431,ALT030B35,14962,7,30
06431,ALT035B40,15414,9,35
06431,ALT040B45,15268,14,40
06431,ALT045B50,21621,34,45
06431,ALT050B55,24623,71,50
06431,ALT055B60,21873,100,55
06431,ALT060B65,18004,138,60
06431,ALT065B70,16265,208,65
06431,ALT070B75,12116,272,70
06431,ALT075B80,14112,488,75
06431,ALT080B85,8861,520,80
06431,ALT085UM,7131,1101,85
06432,ALT000,2803,16,0
06432,ALT001B05,10837,1,1
06432,ALT005B10,13489,1,5
06432,ALT010B15,13697,2,10
06432,ALT015B20,16189,4,15
06432,ALT020B25,16223,0,20
06432,ALT025B30,17311,9,25
06432,ALT030B35,16389,4,30
06432,ALT035B40,17905,12,35
06432,ALT040B45,17806,13,40
06432,ALT045B50,23919,38,45
06432,ALT050B55,26697,66,50
06432,ALT055B60,22721,112,55
06432,ALT060B65,18664,136,60
06432,ALT065B70,17286,219,65
06432,ALT070B75,12992,257,70
06432,ALT075B80,14240,395,75
06432,ALT080B85,8669,509,80
06432,ALT085UM,6907,1093,85
06433,ALT000,2939,7,0
06433,ALT001B05,10849,2,1
06433,ALT005B10,12996,0,5
06433,ALT010B15,12627,0,10
06433,ALT015B20,14343,2,15
06433,ALT020B25,15419,7,20
06433,ALT025B30,17431,7,25
06433,ALT030B35,17483,6,30
06433,ALT035B40,18124,12,35
06433,ALT040B45,17075,17,40
06433,ALT045B50,21205,33,45
06433,ALT050B55,22779,66,50
06433,ALT055B60,18770,103,55
06433,ALT060B65,15376,132,60
06433,ALT065B70,14158,179,65
06433,ALT070B75,11225,229,70
06433,ALT075B80,12636,432,75
06433,ALT080B85,7610,439,80
06433,ALT085UM,6000,881,85
06434,ALT000,2089,4,0
06434,ALT001B05,8804,1,1
06434,ALT005B10,11828,1,5
06434,ALT010B15,12123,0,10
06434,ALT015B20,12558,0,15
06434,ALT020B25,10693,2,20
06434,ALT025B30,10837,3,25
06434,ALT030B35,11983,7,30
06434,ALT035B40,13842,7,35
06434,ALT040B45,15230,9,40
06434,ALT045B50,20078,27,45
06434,ALT050B55,21221,42,50
06434,ALT055B60,17034,82,55
06434,ALT060B65,13813,125,60
06434,ALT065B70,12987,139,65
06434,ALT070B75,11919,225,70
06434,ALT075B80,12892,337,75
06434,ALT080B85,7841,356,80
06434,ALT085UM,7219,984,85
06435,ALT000,3914,12,0
06435,ALT001B05,14859,2,1
06435,ALT005B10,18527,2,5
06435,ALT010B15,19247,3,10
06435,ALT015B20,22471,7,15
06435,ALT020B25,22538,10,20
06435,ALT025B30,24632,10,25
06435,ALT030B35,24029,15,30
06435,ALT035B40,25323,10,35
06435,ALT040B45,25455,25,40
06435,ALT045B50,33275,49,45
06435,ALT050B55,36245,100,50
06435,ALT055B60,31719,146,55
06435,ALT060B65,26515,210,60
06435,ALT065B70,24477,338,65
06435,ALT070B75,18802,387,70
06435,ALT075B80,21284,687,75
06435,ALT080B85,12839,768,80
06435,ALT085UM,10564,1583,85
06436,ALT000,2387,7,0
06436,ALT001B05,9179,1,1
06436,ALT005B10,11892,0,5
06436,ALT010B15,11855,1,10
06436,ALT015B20,12078,3,15
06436,ALT020B25,11034,1,20
06436,ALT025B30,12326,5,25
06436,ALT030B35,13803,6,30
06436,ALT035B40,15332,4,35
06436,ALT040B45,15554,13,40
06436,ALT045B50,19943,24,45
06436,ALT050B55,20667,47,50
06436,ALT055B60,16774,67,55
06436,ALT060B65,13233,94,60
06436,ALT065B70,12662,132,65
06436,ALT070B75,11035,190,70
06436,ALT075B80,12330,322,75
06436,ALT080B85,7472,416,80
06436,ALT085UM,6152,831,85
06437,ALT000,823,1,0
06437,ALT001B05,3114,0,1
06437,ALT005B10,3977,1,5
06437,ALT010B15,4338,0,10
06437,ALT015B20,5197,2,15
06437,ALT020B25,5063,3,20
06437,ALT025B30,5361,2,25
06437,ALT030B35,5078,4,30
06437,ALT035B40,5191,3,35
06437,ALT040B45,5500,4,40
06437,ALT045B50,7305,12,45
06437,ALT050B55,8511,37,50
06437,ALT055B60,7891,43,55
06437,ALT060B65,6957,46,60
06437,ALT065B70,6292,81,65
06437,ALT070B75,4299,91,70
06437,ALT075B80,5247,157,75
06437,ALT080B85,3320,214,80
06437,ALT085UM,3009,463,85
06438,ALT000,3593,15,0
06438,ALT001B05,13308,3,1
06438,ALT005B10,16338,2,5
06438,ALT010B15,16678,0,10
06438,ALT015B20,17852,3,15
06438,ALT020B25,18306,3,20
06438,ALT025B30,20536,5,25
06438,ALT030B35,21405,8,30
06438,ALT035B40,22632,10,35
06438,ALT040B45,21849,18,40
06438,ALT045B50,27507,36,45
06438,ALT050B55,29984,88,50
06438,ALT055B60,25271,129,55
06438,ALT060B65,21292,146,60
06438,ALT065B70,19620,232,65
06438,ALT070B75,16242,331,70
06438,ALT075B80,17548,477,75
06438,ALT080B85,11102,594,80
06438,ALT085UM,8919,1217,85
06439,ALT000,1592,2,0
06439,ALT001B05,6170,1,1
06439,ALT005B10,8078,0,5
06439,ALT010B15,8730,0,10
06439,ALT015B20,10118,2,15
06439,ALT020B25,9614,5,20
06439,ALT025B30,9168,3,25
06439,ALT030B35,9621,5,30
06439,ALT035B40,10420,10,35
06439,ALT040B45,11043,8,40
06439,ALT045B50,15366,36,45
06439,ALT050B55,17187,38,50
06439,ALT055B60,14809,74,55
06439,ALT060B65,12009,91,60
06439,ALT065B70,11487,127,65
06439,ALT070B75,9112,180,70
06439,ALT075B80,10132,276,75
06439,ALT080B85,5948,368,80
06439,ALT085UM,5064,741,85
06440,ALT000,2668,8,0
06440,ALT001B05,10677,0,1
06440,ALT005B10,13658,0,5
06440,ALT010B15,14192,1,10
06440,ALT015B20,16754,0,15
06440,ALT020B25,16473,3,20
06440,ALT025B30,17401,8,25
06440,ALT030B35,17087,10,30
06440,ALT035B40,18485,14,35
06440,ALT040B45,18721,25,40
06440,ALT045B50,24870,34,45
06440,ALT050B55,27420,61,50
06440,ALT055B60,23162,142,55
06440,ALT060B65,19309,156,60
06440,ALT065B70,17168,209,65
06440,ALT070B75,13212,276,70
06440,ALT075B80,15312,504,75
06440,ALT080B85,9282,578,80
06440,ALT085UM,8063,1308,85
06531,ALT000,2666,10,0
06531,ALT001B05,9070,2,1
06531,ALT005B10,11073,1,5
06531,ALT010B15,11335,1,10
06531,ALT015B20,14282,1,15
06531,ALT020B25,22406,10,20
06531,ALT025B30,22070,5,25
06531,ALT030B35,17287,7,30
06531,ALT035B40,15577,13,35
06531,ALT040B45,14487,14,40
06531,ALT045B50,18482,39,45
06531,ALT050B55,20941,64,50
06531,ALT055B60,19241,87,55
06531,ALT060B65,16080,146,60
06531,ALT065B70,14224,190,65
06531,ALT070B75,9928,185,70
06531,ALT075B80,12055,359,75
06531,ALT080B85,7745,411,80
06531,ALT085UM,6750,1027,85
06532,ALT000,2319,6,0
06532,ALT001B05,8597,1,1
06532,ALT005B10,11145,0,5
06532,ALT010B15,11878,3,10
06532,ALT015B20,13973,3,15
06532,ALT020B25,14386,4,20
06532,ALT025B30,14870,5,25
06532,ALT030B35,14257,14,30
06532,ALT035B40,14466,11,35
06532,ALT040B45,14694,10,40
06532,ALT045B50,19669,50,45
06532,ALT050B55,22140,83,50
06532,ALT055B60,19949,115,55
06532,ALT060B65,16654,137,60
06532,ALT065B70,14913,188,65
06532,ALT070B75,10963,233,70
06532,ALT075B80,13533,470,75
06532,ALT080B85,8485,538,80
06532,ALT085UM,7183,1172,85
06533,ALT000,1469,3,0
06533,ALT001B05,5838,0,1
06533,ALT005B10,7581,1,5
06533,ALT010B15,8357,0,10
06533,ALT015B20,9765,3,15
06533,ALT020B25,9534,2,20
06533,ALT025B30,9911,2,25
06533,ALT030B35,9647,10,30
06533,ALT035B40,9865,3,35
06533,ALT040B45,9935,12,40
06533,ALT045B50,13579,19,45
06533,ALT050B55,15376,51,50
06533,ALT055B60,13756,69,55
06533,ALT060B65,11590,120,60
06533,ALT065B70,10060,126,65
06533,ALT070B75,7017,181,70
06533,ALT075B80,8737,281,75
06533,ALT080B85,5377,315,80
06533,ALT085UM,4726,704,85
06534,ALT000,2196,9,0
06534,ALT001B05,8375,2,1
06534,ALT005B10,10533,2,5
06534,ALT010B15,11028,0,10
06534,ALT015B20,13962,6,15
06534,ALT020B25,19731,8,20
06534,ALT025B30,18618,7,25
06534,ALT030B35,15035,6,30
06534,ALT035B40,14229,12,35
06534,ALT040B45,13760,7,40
06534,ALT045B50,17429,29,45
06534,ALT050B55,19713,72,50
06534,ALT055B60,18085,99,55
06534,ALT060B65,14864,132,60
06534,ALT065B70,12998,162,65
06534,ALT070B75,9076,195,70
06534,ALT075B80,11603,412,75
06534,ALT080B85,7412,453,80
06534,ALT085UM,6366,958,85
06535,ALT000,820,3,0
06535,ALT001B05,3255,0,1
06535,ALT005B10,4271,0,5
06535,ALT010B15,4598,0,10
06535,ALT015B20,5766,4,15
06535,ALT020B25,5294,2,20
06535,ALT025B30,5521,4,25
06535,ALT030B35,5395,4,30
06535,ALT035B40,5731,1,35
06535,ALT040B45,6022,5,40
06535,ALT045B50,7898,12,45
06535,ALT050B55,9534,31,50
06535,ALT055B60,9535,43,55
06535,ALT060B65,7881,73,60
06535,ALT065B70,7013,91,65
06535,ALT070B75,4279,85,70
06535,ALT075B80,6085,178,75
06535,ALT080B85,4168,247,80
06535,ALT085UM,3671,522,85
06611,ALT000,2094,4,0
06611,ALT001B05,7152,2,1
06611,ALT005B10,8267,0,5
06611,ALT010B15,8228,0,10
