state,county,cohort,in_lf_ilo,employed_ilo,unemployed_ilo,unemployed_status,paidwork_lastweek,lfp_1plushour,fulltime,parttime,public_employment,commuter,age,male,married,income_onehalf_lb,W
1,1053,3,0.9124789834022522,NA,NA,0.04259570315480232,0.8614786863327026,NA,0.6221669912338257,0.3778330087661743,0.22199292480945587,0.21652917563915253,39.80122375488281,0.4761049151420593,0.7242062091827393,1962.2806396484375,10066.884000000002
1,1053,4,0.9117854833602905,NA,NA,NA,0.9010395407676697,NA,0.7181037664413452,0.2818962335586548,0.17420446872711182,0.24422335624694824,34.55630111694336,0.40006521344184875,0.6281945705413818,1860.7723388671875,13411.815999999999
1,1053,5,0.9052350521087646,0.871006429195404,0.034228596836328506,0.08173895627260208,0.8920608162879944,NA,0.7383432984352112,0.2616567015647888,0.2144397646188736,0.27244406938552856,29.56411361694336,0.48564642667770386,0.39330559968948364,1681.1573486328125,11326.581999999997
1,1053,6,0.7975565791130066,NA,NA,NA,0.8679364323616028,NA,0.8145502209663391,0.18544979393482208,0.11215270310640335,0.2486741542816162,23.53253746032715,0.5331206917762756,0.11630594730377197,1241.69580078125,9018.189000000002
1,1053,7,0.4399864673614502,NA,NA,NA,0.8476893901824951,NA,0.5861256122589111,0.41387438774108887,NA,0.14375004172325134,18.366817474365234,0.4388798475265503,NA,621.31524658203125,7766.023000000001
1,1054,1,0.8750151991844177,0.8364545702934265,0.03856063634157181,0.05191754549741745,0.8667505979537964,NA,0.6753607392311096,0.3246392607688904,0.2529481053352356,0.47190555930137634,50.416786193847656,0.4918164610862732,0.6703026294708252,1870.27294921875,16367.105999999992
1,1054,2,0.8492360711097717,NA,NA,0.07694533467292786,0.8766323924064636,NA,0.6603127717971802,0.3396872282028198,0.20948797464370728,0.5321699380874634,45.45989990234375,0.48919832706451416,0.7451791763305664,1724.585693359375,12053.699999999997
1,1054,3,0.9529240727424622,0.872658371925354,0.08026570081710815,0.09547378122806549,0.8534168004989624,NA,0.7406620383262634,0.25933796167373657,0.17555920779705048,0.5050055384635925,39.70244216918945,0.4699265956878662,0.41337576508522034,1814.1436767578125,6993.124
1,1054,4,0.8965998291969299,0.847507894039154,0.04909191280603409,0.08884384483098984,0.8106322884559631,NA,0.6799666285514832,0.32003334164619446,0.18432243168354034,0.5529640913009644,34.62397766113281,0.5147963762283325,0.4942316710948944,1986.860107421875,9162.120000000003
1,1054,5,0.8983847498893738,0.8215349912643433,0.07684975862503052,0.3147846758365631,0.8899362087249756,NA,0.9019320607185364,0.09806794673204422,0.27662530541419983,0.35988348722457886,29.51144790649414,0.5515618324279785,0.21654462814331055,1524.2880859375,7480.725999999999
1,1054,6,0.7730796337127686,NA,NA,0.06717733293771744,0.8686158061027527,NA,NA,NA,0.20447027683258057,0.4135958254337311,23.321285247802734,0.6922222971916199,NA,1016.8348388671875,7279.390000000002
1,1054,7,0.5917704701423645,NA,NA,NA,0.920339822769165,NA,0.7968529462814331,0.2031470537185669,0.11206680536270142,0.32966622710227966,18.425310134887695,0.5695342421531677,NA,660.5020751953125,9495.550000000001
1,1055,1,0.8974334597587585,0.8660204410552979,0.0314130075275898,0.0396755114197731,0.830615758895874,NA,0.7253283262252808,0.27467167377471924,0.11571283638477325,0.395599901676178,50.25130844116211,0.42093944549560547,0.6121819019317627,1820.5201416015625,15809.978999999994
1,1055,2,0.8957393169403076,NA,NA,NA,0.7633334398269653,NA,0.765167772769928,0.23483221232891083,0.18074679374694824,0.39559128880500793,45.399169921875,0.5976014733314514,0.638847291469574,2973.95703125,10242.980000000003
1,1055,3,0.9200626015663147,0.8821389079093933,0.037923701107501984,NA,0.7354555726051331,NA,0.6505228281021118,0.34947720170021057,0.19444230198860168,0.488202840089798,39.28208541870117,0.45719951391220093,0.5627594590187073,2404.428466796875,10311.942
1,1055,4,0.9445207118988037,NA,NA,0.22842635214328766,0.7681676745414734,NA,0.6767913103103638,0.32320865988731384,0.17175348103046417,0.4268498718738556,34.399635314941406,0.5095049738883972,0.5612273216247559,1761.04345703125,11689.355999999992
1,1055,5,0.8241519331932068,NA,NA,0.05033096298575401,0.7312172651290894,NA,0.7578123807907104,0.24218760430812836,0.148211270570755,0.40917906165122986,29.8068904876709,0.4115193486213684,0.49656105041503906,1454.2244873046875,10307.095
1,1055,6,0.6914185881614685,0.5881413221359253,0.103277288377285,0.23122310638427734,0.810661792755127,NA,0.8114274740219116,0.18857251107692719,0.2411433309316635,0.3799608051776886,23.68585205078125,0.6062052845954895,0.11625632643699646,1244.76416015625,5527.527
1,1055,7,0.40599560737609863,NA,NA,NA,NA,NA,0.6505675315856934,0.34943249821662903,0.14416275918483734,0.3155042827129364,18.318313598632812,0.4804459512233734,NA,768.53338623046875,10100.180999999999
1,1056,1,0.9117175936698914,0.8939701318740845,0.0177474208176136,0.03262226656079292,0.8593544960021973,NA,0.7256839871406555,0.27431604266166687,0.12151572853326797,0.2718587815761566,50.49608612060547,0.48604321479797363,0.6675714254379272,2325.787353515625,29975.171999999988
1,1056,2,0.9301256537437439,0.9003649950027466,0.02976069226861,0.042358897626399994,0.8799467086791992,NA,0.7036463022232056,0.2963537275791168,0.14745095372200012,0.3272215723991394,45.670989990234375,0.48632028698921204,0.7021582722663879,2334.8583984375,25605.788
1,1056,3,0.8798547387123108,0.8528782725334167,0.02697646990418434,0.06349961459636688,0.9134504795074463,NA,0.7144165635108948,0.2855834364891052,0.09662187099456787,0.3002043068408966,39.53416442871094,0.5181165337562561,0.6246545910835266,2051.178466796875,17877.320999999993
1,1056,4,0.8959500789642334,0.8412614464759827,0.05468868091702461,0.07822541892528534,0.8137643933296204,NA,0.8018691539764404,0.19813083112239838,0.1520470380783081,0.28586918115615845,34.49678421020508,0.5474550724029541,0.5395981669425964,2058.48291015625,17371.694
1,1056,5,0.832728922367096,0.801548182964325,0.031180724501609802,0.06886143982410431,0.8260163068771362,NA,0.7693230509757996,0.23067693412303925,0.11821707338094711,0.2546214759349823,29.482372283935547,0.4639003574848175,0.3781397342681885,1508.0115966796875,18774.644
1,1056,6,0.7470716834068298,NA,NA,0.05454006791114807,0.8655502200126648,NA,0.8422682881355286,0.15773169696331024,0.12367773801088333,0.31842172145843506,23.414901733398438,0.561530351638794,0.07254230231046677,1241.0758056640625,15286.10100000001
1,1056,7,0.5028150677680969,0.44719311594963074,0.05562193691730499,0.053442925214767456,0.9455658793449402,NA,0.8064627647399902,0.19353723526000977,0.0695541724562645,0.2931599020957947,18.57379150390625,0.5690901279449463,NA,716.72735595703125,17537.307000000008
1,1057,1,0.9339131116867065,NA,NA,0.031626950949430466,0.8872740864753723,NA,0.7175255417823792,0.28247445821762085,0.15796630084514618,0.2322724461555481,50.59228515625,0.5132316946983337,0.6254286766052246,2321.52294921875,11935.453999999998
1,1057,2,0.8948157429695129,NA,NA,0.04048287868499756,0.8856030106544495,NA,0.6110585331916809,0.3889414966106415,0.26587843894958496,0.2769683599472046,45.47254180908203,0.4527437090873718,0.7401644587516785,1819.5269775390625,10456.914000000004
1,1057,3,0.8728407621383667,NA,NA,NA,0.8655873537063599,NA,0.6706746816635132,0.3293253183364868,0.1883365660905838,0.28234925866127014,39.667720794677734,0.43809494376182556,0.6764779686927795,1851.25830078125,7150.128000000001
1,1057,4,0.8485760688781738,NA,NA,NA,0.8423005938529968,NA,0.78894805908203125,0.21105195581912994,0.15223203599452972,0.3426329493522644,34.49718475341797,0.5522726774215698,0.47307732701301575,1796.391845703125,5934.326000000001
1,1057,5,0.8902640342712402,NA,NA,0.4496712386608124,0.859380304813385,NA,0.770988404750824,0.22901161015033722,0.10601171106100082,0.3679313361644745,29.778614044189453,0.4807204306125641,0.326751172542572,1550.857421875,5119.041999999999
1,1057,6,0.7799735069274902,NA,NA,0.4619278907775879,0.8139509558677673,NA,0.8621975183486938,0.13780248165130615,0.15472176671028137,0.19522635638713837,23.507356643676758,0.5217632055282593,NA,1329.3663330078125,3938.2119999999995
1,1057,7,0.4003744125366211,NA,NA,0.03818115219473839,0.895165205001831,NA,0.803928554058075,0.19607144594192505,0.2690092921257019,0.35269781947135925,18.242300033569336,0.5723221302032471,NA,658.28399658203125,8356.190999999999
1,1058,1,0.8792176246643066,0.8618216514587402,0.01739596761763096,0.04201001673936844,0.8836458325386047,NA,0.6197290420532227,0.38027092814445496,0.24792411923408508,0.25911378860473633,50.497188568115234,0.4534286856651306,0.6261656880378723,1988.56103515625,26370.70999999998
1,1058,2,0.9134117960929871,0.8830462098121643,0.030365610495209694,0.042645230889320374,0.939748227596283,NA,0.6726958155632019,0.3273041844367981,0.25630491971969604,0.27399519085884094,45.94083023071289,0.48593971133232117,0.6172922253608704,2423.858154296875,19646.534000000003
1,1058,3,0.8811885118484497,NA,NA,0.028077637776732445,0.9061007499694824,NA,0.7062212228775024,0.29377874732017517,0.295893132686615,0.21000397205352783,39.571956634521484,0.44070109724998474,0.6996305584907532,2008.489501953125,15804.926000000005
1,1058,4,0.8267303109169006,0.79138946533203125,0.035340819507837296,0.05425143986940384,0.8266635537147522,NA,0.7321953773498535,0.26780465245246887,0.23308530449867249,0.3631649315357208,34.59516906738281,0.5610080361366272,0.600938081741333,1937.4271240234375,13048.593999999997
1,1058,5,0.8084865808486938,0.7512228488922119,0.05726372450590134,0.1283249706029892,0.8726240396499634,NA,0.7715916633605957,0.2284083515405655,0.3071768283843994,0.28653520345687866,29.537109375,0.5165389776229858,0.309169203042984,1815.1898193359375,12393.169000000005
1,1058,6,0.7634317874908447,0.6822798252105713,0.08115198463201523,0.13385243713855743,0.8956489562988281,NA,0.8092832565307617,0.19071675837039948,0.1156364381313324,0.3041612505912781,23.147605895996094,0.5466205477714539,0.06943291425704956,1071.29833984375,9732.343999999997
1,1058,7,0.510079026222229,0.47970232367515564,0.03037668950855732,0.0831390917301178,0.9217625856399536,NA,0.7738415598869324,0.22615841031074524,0.12114176899194717,0.3397553563117981,18.603288650512695,0.574402391910553,NA,626.04425048828125,14535.520999999993
1,1059,1,0.9215832352638245,0.8851004838943481,0.03648274019360542,0.042761627584695816,0.89052581787109375,NA,0.6147751808166504,0.3852247893810272,0.17336659133434296,0.3610239326953888,50.60856628417969,0.4550037980079651,0.6464203596115112,1899.1942138671875,19774.364999999994
1,1059,2,0.9343534111976624,0.8954357504844666,0.038917671889066696,0.031061019748449326,0.8613329529762268,NA,0.6548158526420593,0.3451841473579407,0.18151919543743134,0.28354552388191223,45.587345123291016,0.48793068528175354,0.6500723958015442,1883.659912109375,13151.532000000001
1,1059,3,0.9214258193969727,0.8919557332992554,0.029470080509781837,0.06215233355760574,0.8708034157752991,NA,0.6223756670951843,0.3776243329048157,0.17432095110416412,0.3299628794193268,39.52769470214844,0.49504274129867554,0.6036665439605713,1761.323486328125,11376.725000000004
1,1059,4,0.8497942090034485,0.7933923602104187,0.05640183761715889,0.06787150353193283,0.8125203847885132,NA,0.6583367586135864,0.3416632413864136,0.18135367333889008,0.33794403076171875,34.61382293701172,0.4294753074645996,0.4961544871330261,1610.2933349609375,8924.408
1,1059,5,0.8806096911430359,0.8252585530281067,0.05535116046667099,0.033882904797792435,0.8277817964553833,NA,0.7865071296691895,0.21349287033081055,0.20248673856258392,0.2341790348291397,29.3146915435791,0.5689944624900818,0.35856619477272034,1539.2618408203125,10173.951000000001
1,1059,6,0.8229084014892578,0.7583202123641968,0.06458817422389984,0.03562631458044052,0.8039619326591492,NA,0.7358178496360779,0.2641821503639221,0.20820845663547516,0.33190932869911194,23.617727279663086,0.5162520408630371,0.17041383683681488,1151.409423828125,9606.186
1,1059,7,0.5424210429191589,0.516871988773346,0.025549042969942093,NA,0.8190405368804932,NA,0.5633453726768494,0.436654657125473,0.0972713902592659,0.35194218158721924,18.213069915771484,0.4790908992290497,NA,553.3328857421875,11777.505999999998
1,1060,1,0.9021673798561096,0.8782529234886169,0.023914454504847527,0.03417396917939186,0.9303805828094482,NA,0.7699498534202576,0.23005017638206482,0.1447771042585373,0.3343265652656555,50.63642120361328,0.47542843222618103,0.6531820893287659,2123.3798828125,24517.431999999997
1,1060,2,0.9238513112068176,0.9009801149368286,0.02287118323147297,0.017474139109253883,0.9272649884223938,NA,0.7669453024864197,0.23305469751358032,0.143133282661438,0.28412288427352905,45.70088195800781,0.4591745436191559,0.6999438405036926,2253.03271484375,19595.356999999985
1,1060,3,0.8834884166717529,0.8552252054214478,0.028263255953788757,0.027646994218230247,0.8470190763473511,NA,0.7258894443511963,0.2741105556488037,0.12031864374876022,0.3166607916355133,39.422969818115234,0.47178328037261963,0.7067574262619019,2001.5001220703125,17671.071
1,1060,4,0.9098728895187378,NA,NA,NA,0.8360165357589722,NA,0.7964364886283875,0.20356348156929016,0.09051068872213364,0.2457783967256546,34.477752685546875,0.49764373898506165,0.5792664885520935,1950.1279296875,15618.048000000004
1,1060,5,0.869040846824646,0.8061686158180237,0.06287223100662231,0.061322614550590515,0.8289317488670349,NA,0.8814594745635986,0.11854051053524017,0.1139213889837265,0.2913452386856079,29.23912811279297,0.5371615290641785,0.410108745098114,1651.6485595703125,15540.628999999992
1,1060,6,0.785048246383667,0.7202533483505249,0.06479492783546448,0.07220473140478134,0.9228692650794983,NA,0.9025322794914246,0.09746772050857544,0.1208300068974495,0.32306259870529175,23.634239196777344,0.5662956833839417,0.06757564842700958,1301.986083984375,13168.900999999994
1,1060,7,0.403231143951416,0.3728194236755371,0.03041173703968525,0.037196751683950424,NA,NA,0.7260004281997681,0.27399957180023193,0.12434633076190948,0.43661779165267944,18.328481674194336,0.5501928329467773,NA,643.55303955078125,15439.467
1,1061,1,0.8868193626403809,0.8455943465232849,0.04122499004006386,0.05099182575941086,0.8647598624229431,NA,0.7243106365203857,0.27568936347961426,0.09780658036470413,0.31006452441215515,50.28616714477539,0.5043396353721619,0.6188384890556335,1966.2894287109375,12845.922
1,1061,2,0.869271457195282,NA,NA,NA,0.8878238797187805,NA,0.7074505090713501,0.2925495207309723,0.1617136150598526,0.36833250522613525,45.59103012084961,0.4426612854003906,0.6543399095535278,1848.0574951171875,9117.766000000003
1,1061,3,0.9180478453636169,NA,NA,NA,0.8761530518531799,NA,0.6454847455024719,0.3545152246952057,0.23366238176822662,0.3052225708961487,39.46731185913086,0.5878757834434509,0.5715592503547668,1917.7545166015625,6988.063
1,1061,4,0.9101213812828064,NA,NA,0.0548296719789505,0.8674564361572266,NA,0.7058597207069397,0.2941402792930603,0.13995905220508575,0.29819461703300476,34.41006088256836,0.5000428557395935,0.5666711926460266,1795.0484619140625,6431.317
1,1061,5,0.7946529984474182,NA,NA,0.0752684623003006,0.8385469317436218,NA,0.6837952733039856,0.3162047266960144,0.12549522519111633,0.25806671380996704,29.394451141357422,0.4937179684638977,0.4569740295410156,1503.931884765625,8542.768
1,1061,6,0.7664822340011597,0.6708570718765259,0.09562516212463379,0.09779348969459534,0.9192454814910889,NA,0.9100741147994995,0.0899258553981781,0.11829176545143127,0.40455394983291626,23.030860900878906,0.6809280514717102,NA,1216.9132080078125,5954.342999999999
1,1061,7,0.5667118430137634,NA,NA,NA,NA,NA,0.8812645673751831,0.1187354028224945,NA,0.3695162534713745,18.469093322753906,0.5522243976593018,NA,703.2564697265625,6986.651000000002
1,1062,1,0.9235662817955017,NA,NA,0.02029946632683277,0.8829850554466248,NA,0.749089241027832,0.25091075897216797,0.1337997317314148,0.28256767988204956,50.554317474365234,0.5017457604408264,0.6804051399230957,2204.911865234375,22299.600000000002
1,1062,2,0.8914121985435486,NA,NA,0.05556343495845795,0.8726498484611511,NA,0.7510942816734314,0.248905748128891,0.08389851450920105,0.27186495065689087,45.69352340698242,0.5064246654510498,0.6493201851844788,2382.9326171875,17178.293999999998
1,1062,3,0.9227278828620911,NA,NA,0.03056238777935505,0.8596062660217285,NA,0.6821126937866211,0.3178873062133789,0.14125607907772064,0.253595232963562,39.659847259521484,0.5066273808479309,0.661243736743927,2175.2724609375,16313.940999999995
1,1062,4,0.8572825789451599,0.8365550637245178,0.020727550610899925,0.05070161446928978,0.7717050909996033,NA,0.728813111782074,0.2711869180202484,0.13047632575035095,0.27964064478874207,34.589996337890625,0.4622220993041992,0.6581104397773743,1814.19140625,17677.14900000001
1,1062,5,0.9045126438140869,NA,NA,0.06410849839448929,0.7894741296768188,NA,0.8481828570365906,0.1518171727657318,0.1426340639591217,0.1658509522676468,29.941730499267578,0.47841575741767883,0.4979054629802704,2018.2474365234375,10891.691999999997
1,1062,6,0.6577833294868469,NA,NA,NA,0.8973244428634644,NA,0.8926647305488586,0.10733527690172195,0.12894681096076965,0.3106796443462372,23.628154754638672,0.6663033366203308,0.1326112151145935,1188.2164306640625,8419.966999999999
1,1062,7,0.4729306697845459,NA,NA,0.15489187836647034,0.8437937498092651,NA,0.6908608078956604,0.3091391623020172,NA,0.4476264417171478,18.377513885498047,0.48020869493484497,NA,683.95751953125,10577.048999999999
2,2000,1,0.8821516036987305,0.853069007396698,0.02908259630203247,0.0660533457994461,0.9102110266685486,NA,0.7730025053024292,0.2269974797964096,0.12030307948589325,0.9261741638183594,50.51264190673828,0.5100579261779785,0.5420114994049072,2469.429931640625,140521.73999999967
2,2000,2,0.8748590350151062,0.8443488478660583,0.03051016479730606,0.06479839980602264,0.8991166353225708,NA,0.7475879788398743,0.25241202116012573,0.11540588736534119,0.9233555793762207,45.57063293457031,0.49560606479644775,0.5473818778991699,2527.7509765625,128731.00199999986
2,2000,3,0.8994791507720947,0.8686134219169617,0.03086576610803604,0.05769838020205498,0.8940499424934387,NA,0.7494292855262756,0.25057071447372437,0.10230671614408493,0.9102452397346497,39.47833251953125,0.49772995710372925,0.5340250730514526,2379.109375,130470.69599999987
2,2000,4,0.8771567344665527,0.8409469127655029,0.036209836602211,0.06707104295492172,0.8847125172615051,NA,0.7660379409790039,0.2339620590209961,0.13100583851337433,0.9137564897537231,34.49891662597656,0.5058372616767883,0.42890968918800354,2014.141845703125,148014.61700000035
2,2000,5,0.8485206365585327,0.8131372332572937,0.03538336604833603,0.072966068983078,0.8733016848564148,NA,0.8193068504333496,0.18069316446781158,0.10462796688079834,0.9310603737831116,29.524993896484375,0.508140504360199,0.26773250102996826,1821.760986328125,157160.9040000001
